Age,Gender,Marital_Status,Attrition,Attrition_Flag,Business_Travel,Department,Education_Level,Education_Field,Daily_Rate,Hourly_Rate,Monthly_Income,Monthly_Rate,Percent_Salary_Hike,Stock_Option_Level,Job_Role,Job_Level,Job_Involvement,Overtime,Environment_Satisfaction,Job_Satisfaction,Relationship_Satisfaction,Work_Life_Balance,Performance_Rating,Total_Working_Years,Num_Companies_Worked,Training_Times_Last_Year,Years_At_Company,Years_In_Current_Role,Years_Since_Last_Promotion,Years_With_Current_Manager,Distance_From_Home,Age_Group,Income_Bracket,Tenure_Group
28,Male,Married,No,0,Travel_Rarely,"Research & Development","Below College","Life Sciences",1451,67,3201,19911,17,0,"Research Scientist",1,Medium,No,Low,Medium,Low,Bad,Excellent,6,0,2,5,3,0,4,2,"Early Career","Mid Income","Early Tenure"
35,Male,Divorced,No,0,Travel_Frequently,Sales,College,Marketing,1182,54,4968,18500,11,1,"Sales Executive",2,High,No,"Very High","Very High","Very High",Better,Excellent,5,1,3,5,2,0,2,11,"Early Career","Mid Income","Early Tenure"
49,Male,Married,No,0,Travel_Rarely,Sales,Master,"Technical Degree",174,56,13120,11879,17,1,"Sales Executive",4,Medium,No,"Very High",Medium,Medium,Better,Excellent,22,6,3,9,8,2,3,8,"Senior Employee","High Income",Experienced
34,Male,Single,No,0,Travel_Frequently,"Research & Development",College,"Life Sciences",1003,95,4033,15834,11,0,"Manufacturing Director",2,High,No,"Very High",High,"Very High",Good,Excellent,5,2,3,3,2,0,2,2,"Early Career","Mid Income","Early Tenure"
29,Female,Divorced,No,0,Travel_Frequently,"Research & Development",Bachelor,"Life Sciences",490,61,3291,17940,14,2,"Research Scientist",1,High,No,"Very High",Medium,"Very High",Good,Excellent,8,0,2,7,5,1,1,10,"Early Career","Mid Income",Experienced
42,Male,Single,No,0,Travel_Rarely,"Research & Development",Bachelor,Medical,188,56,4272,9558,19,0,"Laboratory Technician",2,Low,No,Medium,"Very High",Low,Better,Excellent,16,4,3,1,0,0,0,29,"Mid Career","Mid Income","New Employee"
29,Male,Married,No,0,Travel_Rarely,"Research & Development","Below College",Medical,718,79,5056,17689,15,1,"Manufacturing Director",2,Medium,Yes,Medium,"Very High",High,Good,Excellent,10,1,2,10,7,1,2,8,"Early Career","Mid Income",Experienced
38,Male,Married,No,0,Travel_Rarely,"Human Resources",Bachelor,"Human Resources",433,37,2844,6004,13,1,"Human Resources",1,"Very High",No,High,High,"Very High",Best,Excellent,7,1,2,7,6,5,0,1,"Mid Career","Low Income",Experienced
28,Male,Divorced,No,0,Travel_Frequently,"Research & Development",Bachelor,"Life Sciences",773,39,2703,22088,14,1,"Research Scientist",1,Medium,Yes,High,High,"Very High",Better,Excellent,3,1,2,3,1,0,2,6,"Early Career","Low Income","Early Tenure"
18,Male,Single,Yes,1,Non-Travel,"Research & Development","Below College",Medical,247,80,1904,13556,12,0,"Laboratory Technician",1,High,No,High,High,"Very High",Better,Excellent,0,1,0,0,0,0,0,8,"Young Adult","Low Income","New Employee"
33,Female,Single,Yes,1,Travel_Rarely,Sales,Master,Marketing,603,77,8224,18385,17,0,"Sales Executive",2,High,Yes,Low,Low,Low,Better,Excellent,6,0,3,5,2,0,3,9,"Early Career","High Income","Early Tenure"
41,Male,Married,No,0,Travel_Rarely,"Research & Development",Master,"Life Sciences",167,46,4766,9051,11,1,"Laboratory Technician",1,High,Yes,Medium,"Very High",Low,Better,Excellent,6,3,4,1,0,0,0,12,"Mid Career","Mid Income","New Employee"
31,Male,Married,Yes,1,Travel_Frequently,"Research & Development",Bachelor,Medical,874,72,2610,6233,12,1,"Laboratory Technician",1,High,No,High,High,High,Good,Excellent,2,1,5,2,2,2,2,15,"Early Career","Low Income","New Employee"
37,Female,Divorced,No,0,Travel_Rarely,"Research & Development",College,Medical,367,52,5731,17171,13,2,"Healthcare Representative",2,Medium,No,High,"Very High",High,Better,Excellent,9,7,2,6,2,1,3,25,"Mid Career","Mid Income",Experienced
27,Male,Married,No,0,Travel_Rarely,"Research & Development",Bachelor,"Life Sciences",199,55,2539,7950,13,1,"Research Scientist",1,Medium,No,"Very High",High,High,Better,Excellent,4,1,0,4,2,2,2,6,"Early Career","Low Income","Early Tenure"
34,Female,Married,No,0,Travel_Rarely,Sales,"Below College","Life Sciences",1400,70,5714,5829,20,0,"Sales Executive",2,High,No,Medium,High,Low,Good,Outstanding,6,1,3,6,5,1,3,9,"Early Career","Mid Income",Experienced
35,Male,Single,No,0,Travel_Rarely,"Human Resources",Master,"Technical Degree",528,100,4323,7108,17,0,"Human Resources",1,High,No,High,High,Medium,Bad,Excellent,6,1,2,5,4,1,4,8,"Early Career","Mid Income","Early Tenure"
29,Female,Married,Yes,1,Travel_Rarely,Sales,"Below College","Life Sciences",408,45,7336,11162,13,1,"Sales Executive",3,Medium,No,"Very High",Low,Low,Bad,Excellent,11,1,3,11,8,3,10,23,"Early Career","High Income",Veteran
40,Female,Single,No,0,Travel_Frequently,"Research & Development",Master,Medical,593,88,13499,13782,17,0,"Research Director",3,High,No,Medium,High,High,Good,Excellent,20,9,3,18,7,2,13,9,"Mid Career","High Income",Veteran
42,Male,Single,Yes,1,Travel_Frequently,Sales,Bachelor,"Life Sciences",481,44,13758,2447,12,0,"Sales Executive",4,High,Yes,High,Low,Medium,Good,Excellent,22,0,2,21,9,13,14,12,"Mid Career","High Income",Veteran
42,Male,Single,No,0,Travel_Rarely,Sales,Master,Marketing,647,45,5155,2253,13,0,"Sales Executive",2,High,No,Medium,Low,"Very High",Best,Excellent,9,7,3,6,4,1,5,4,"Mid Career","Mid Income",Experienced
35,Male,Married,No,0,Travel_Rarely,"Research & Development",Master,Medical,982,58,2258,16340,12,1,"Laboratory Technician",1,Medium,No,"Very High",High,Medium,Better,Excellent,10,6,2,8,0,1,7,1,"Early Career","Low Income",Experienced
24,Male,Single,No,0,Travel_Rarely,"Research & Development",Bachelor,Medical,477,49,3597,6409,22,0,"Laboratory Technician",1,High,No,"Very High",Medium,"Very High",Better,Outstanding,6,8,2,4,3,1,2,24,"Young Adult","Mid Income","Early Tenure"
28,Female,Married,Yes,1,Travel_Rarely,"Research & Development","Below College","Life Sciences",1485,79,2515,22955,11,0,"Laboratory Technician",1,High,Yes,High,"Very High","Very High",Good,Excellent,1,1,4,1,1,0,0,12,"Early Career","Low Income","New Employee"
26,Male,Married,No,0,Travel_Rarely,"Research & Development",Master,Medical,1384,82,4420,13421,22,1,"Laboratory Technician",1,"Very High",No,Low,"Very High",Medium,Better,Outstanding,8,1,2,8,7,0,7,3,"Early Career","Mid Income",Experienced
30,Male,Married,No,0,Travel_Rarely,Sales,Bachelor,Marketing,852,72,6578,2706,18,1,"Sales Executive",2,Medium,No,High,High,Low,Better,Excellent,10,1,3,10,3,1,4,10,"Early Career","Mid Income",Experienced
40,Female,Married,No,0,Travel_Frequently,"Research & Development",College,Medical,902,92,4422,21203,13,1,"Research Scientist",2,Medium,Yes,High,"Very High","Very High",Bad,Excellent,16,3,3,1,1,0,0,26,"Mid Career","Mid Income","New Employee"
35,Male,Divorced,No,0,Travel_Rarely,"Research & Development",Bachelor,"Life Sciences",819,44,10274,19588,18,1,"Manufacturing Director",3,Medium,No,High,Medium,Medium,Best,Excellent,15,2,2,7,7,6,4,2,"Early Career","High Income",Experienced
34,Male,Single,No,0,Travel_Frequently,"Research & Development",Bachelor,Medical,669,97,5343,25755,20,0,"Healthcare Representative",2,Medium,No,"Very High",Low,High,Better,Outstanding,14,0,3,13,9,4,9,1,"Early Career","Mid Income",Veteran
35,Male,Married,No,0,Travel_Frequently,"Research & Development",Master,Other,636,47,2376,26537,13,1,"Laboratory Technician",1,Medium,No,"Very High","Very High",Medium,Best,Excellent,2,1,2,2,2,2,2,4,"Early Career","Low Income","New Employee"
43,Female,Single,Yes,1,Travel_Rarely,Sales,Bachelor,Marketing,1372,85,5346,9489,13,0,"Sales Executive",2,Low,No,Low,High,Medium,Good,Excellent,7,8,2,4,3,1,3,9,"Mid Career","Mid Income","Early Tenure"
32,Female,Divorced,No,0,Non-Travel,Sales,"Below College","Life Sciences",862,76,2827,14947,12,3,"Sales Representative",1,High,No,High,Low,High,Better,Excellent,1,1,3,1,0,0,0,2,"Early Career","Low Income","New Employee"
56,Female,Divorced,No,0,Travel_Rarely,"Research & Development",Master,"Technical Degree",718,92,19943,18575,13,1,Manager,5,High,No,"Very High",Low,"Very High",Better,Excellent,28,4,2,5,2,4,2,4,"Senior Employee","High Income","Early Tenure"
29,Female,Married,No,0,Travel_Rarely,"Research & Development","Below College",Medical,1401,54,3131,26342,13,1,"Laboratory Technician",1,High,No,Medium,"Very High",Low,Better,Excellent,10,1,5,10,8,0,8,6,"Early Career","Mid Income",Experienced
19,Male,Single,No,0,Travel_Rarely,"Research & Development",College,"Life Sciences",645,54,2552,7172,25,0,"Research Scientist",1,High,No,High,Low,High,Better,Outstanding,1,1,4,1,1,0,0,9,"Young Adult","Low Income","New Employee"
45,Female,Married,No,0,Travel_Rarely,"Research & Development",Bachelor,Medical,1457,83,4477,20100,19,1,"Research Scientist",1,High,Yes,Low,High,High,Good,Excellent,7,4,2,3,2,0,2,7,"Mid Career","Mid Income","Early Tenure"
37,Female,Married,No,0,Travel_Rarely,"Research & Development",Bachelor,"Life Sciences",977,56,6474,9961,13,1,"Manufacturing Director",2,Medium,No,"Very High","Very High",Medium,Good,Excellent,14,1,2,14,8,3,11,1,"Mid Career","Mid Income",Veteran
20,Male,Single,No,0,Travel_Rarely,"Research & Development",Bachelor,"Life Sciences",805,87,3033,12828,12,0,"Laboratory Technician",1,Medium,No,Low,High,Low,Good,Excellent,2,1,2,2,2,1,2,3,"Young Adult","Mid Income","New Employee"
44,Male,Single,Yes,1,Travel_Rarely,"Research & Development",Master,"Life Sciences",1097,96,2936,10826,11,0,"Research Scientist",1,High,Yes,High,High,High,Better,Excellent,6,1,4,6,4,0,2,10,"Mid Career","Low Income",Experienced
53,Female,Divorced,No,0,Travel_Rarely,"Research & Development",College,Medical,1223,50,18606,18640,18,1,Manager,5,High,No,"Very High",High,Medium,Better,Excellent,26,3,6,7,7,4,7,7,"Senior Employee","High Income",Experienced
29,Female,Married,No,0,Travel_Rarely,"Research & Development","Below College","Life Sciences",942,69,2168,26933,18,1,"Research Scientist",1,Low,Yes,Medium,"Very High",Low,Good,Excellent,6,0,2,5,4,1,3,15,"Early Career","Low Income","Early Tenure"
22,Male,Married,Yes,1,Travel_Frequently,"Research & Development",Master,"Life Sciences",1256,48,2853,4223,11,1,"Research Scientist",1,Medium,Yes,High,"Very High",Medium,Better,Excellent,1,0,5,0,0,0,0,3,"Young Adult","Low Income","New Employee"
46,Female,Married,No,0,Travel_Rarely,Sales,Bachelor,Marketing,1402,69,17048,24097,23,0,Manager,4,High,No,High,Low,Low,Better,Outstanding,28,8,2,26,15,15,9,2,"Senior Employee","High Income",Veteran
44,Male,Single,No,0,Non-Travel,"Research & Development",Bachelor,"Life Sciences",111,74,2290,4279,13,0,"Research Scientist",1,Low,No,"Very High",High,"Very High",Better,Excellent,6,2,3,0,0,0,0,17,"Mid Career","Low Income","New Employee"
33,Male,Married,No,0,Travel_Rarely,"Human Resources",Bachelor,"Human Resources",147,99,3600,8429,13,1,"Human Resources",1,High,No,Medium,High,"Very High",Better,Excellent,5,1,2,5,4,1,4,2,"Early Career","Mid Income","Early Tenure"
41,Male,Divorced,Yes,1,Non-Travel,"Research & Development",College,"Life Sciences",906,95,2107,20293,17,1,"Research Scientist",1,Medium,No,Low,Low,Low,Bad,Excellent,5,6,2,1,0,0,0,5,"Mid Career","Low Income","New Employee"
30,Male,Divorced,No,0,Travel_Rarely,Sales,Master,"Life Sciences",1329,61,4115,13192,19,3,"Sales Executive",2,High,No,High,Low,High,Better,Excellent,8,8,3,4,3,0,3,29,"Early Career","Mid Income","Early Tenure"
40,Male,Married,No,0,Travel_Frequently,Sales,Master,Medical,1184,62,4327,25440,12,3,"Sales Executive",2,High,No,Medium,Medium,"Very High",Better,Excellent,5,5,2,0,0,0,0,2,"Mid Career","Mid Income","New Employee"
50,Female,Married,No,0,Travel_Frequently,"Research & Development",Bachelor,Medical,1421,30,17856,9490,22,1,Manager,4,High,No,"Very High",Low,High,Better,Outstanding,32,2,3,2,2,2,2,2,"Senior Employee","High Income","New Employee"
28,Male,Married,No,0,Travel_Rarely,"Research & Development",Master,Medical,1179,78,3196,12449,12,3,"Laboratory Technician",1,Medium,No,"Very High",Low,High,Better,Excellent,6,1,2,6,5,3,3,19,"Early Career","Mid Income",Experienced
46,Male,Married,No,0,Travel_Rarely,"Research & Development",College,"Life Sciences",1450,52,19081,10849,11,1,"Research Director",5,High,No,"Very High",Medium,Low,Better,Excellent,25,5,2,4,2,0,3,15,"Senior Employee","High Income","Early Tenure"
35,Male,Married,No,0,Travel_Rarely,Sales,Master,"Life Sciences",1361,94,8966,21026,15,3,"Sales Executive",2,High,Yes,High,Low,"Very High",Better,Excellent,15,3,2,7,7,1,7,17,"Early Career","High Income",Experienced
24,Female,Married,Yes,1,Travel_Rarely,"Research & Development",College,"Life Sciences",984,97,2210,3372,13,1,"Laboratory Technician",1,High,No,"Very High",Medium,Low,Bad,Excellent,1,1,3,1,0,0,0,17,"Young Adult","Low Income","New Employee"
33,Female,Married,No,0,Travel_Frequently,Sales,Bachelor,Medical,1146,82,4539,4905,12,1,"Sales Executive",2,High,No,Medium,High,Low,Good,Excellent,10,1,3,10,7,0,1,25,"Early Career","Mid Income",Experienced
36,Male,Divorced,No,0,Travel_Rarely,"Research & Development",Master,"Life Sciences",917,60,2741,6865,14,1,"Laboratory Technician",1,Low,No,High,High,High,Better,Excellent,7,1,4,7,7,1,7,6,"Mid Career","Low Income",Experienced
30,Male,Divorced,No,0,Travel_Rarely,"Research & Development",Master,"Life Sciences",853,49,3491,11309,13,3,"Laboratory Technician",2,High,No,High,High,Low,Good,Excellent,10,1,4,10,7,8,9,7,"Early Career","Mid Income",Experienced
44,Male,Single,No,0,Travel_Rarely,"Research & Development",Master,Other,200,32,4541,7744,25,0,"Research Scientist",2,High,No,"Very High","Very High",Medium,Better,Outstanding,20,1,3,20,11,13,17,29,"Mid Career","Mid Income",Veteran
20,Male,Single,No,0,Travel_Rarely,Sales,Bachelor,Marketing,654,43,2678,5050,17,0,"Sales Representative",1,"Very High",No,High,"Very High","Very High",Better,Excellent,2,1,2,2,1,2,2,21,"Young Adult","Low Income","New Employee"
46,Male,Divorced,No,0,Travel_Rarely,"Research & Development",Master,"Technical Degree",150,60,7379,17433,11,1,"Manufacturing Director",2,High,No,"Very High","Very High",High,Good,Excellent,12,2,3,6,3,1,4,2,"Senior Employee","High Income",Experienced
42,Male,Married,No,0,Non-Travel,"Human Resources",Doctor,Medical,179,79,6272,12858,16,1,"Human Resources",2,"Very High",No,"Very High",Low,Low,Best,Excellent,10,7,3,4,3,0,3,2,"Mid Career","Mid Income","Early Tenure"
60,Male,Divorced,No,0,Travel_Rarely,Sales,Master,Marketing,696,52,5220,10893,18,1,"Sales Executive",2,"Very High",Yes,Medium,"Very High",Medium,Better,Excellent,12,0,3,11,7,1,9,7,"Senior Employee","Mid Income",Veteran
32,Female,Married,No,0,Travel_Frequently,"Research & Development",Bachelor,Other,116,77,2743,7331,20,1,"Laboratory Technician",1,Medium,No,High,Medium,High,Better,Outstanding,2,1,2,2,2,2,2,13,"Early Career","Low Income","New Employee"
32,Female,Single,No,0,Travel_Frequently,"Research & Development",College,"Life Sciences",1316,38,4998,2338,14,0,"Research Scientist",2,High,Yes,"Very High",High,"Very High",Better,Excellent,10,4,2,8,7,0,7,2,"Early Career","Mid Income",Experienced
36,Female,Divorced,No,0,Travel_Rarely,"Research & Development",Bachelor,"Technical Degree",363,77,10252,4235,21,1,"Manufacturing Director",3,Low,Yes,High,Low,High,Better,Outstanding,17,2,2,7,7,7,7,1,"Mid Career","High Income",Experienced
33,Male,Married,No,0,Travel_Rarely,"Research & Development",Bachelor,Medical,117,60,2781,6311,13,1,"Research Scientist",1,High,No,Low,"Very High",Medium,Better,Excellent,15,0,5,14,10,4,10,9,"Early Career","Low Income",Veteran
40,Female,Divorced,No,0,Travel_Rarely,Sales,Bachelor,"Technical Degree",107,84,6852,11591,12,1,"Sales Executive",2,Medium,No,Medium,Medium,Medium,Best,Excellent,7,7,2,5,1,1,3,10,"Mid Career","Mid Income","Early Tenure"
25,Male,Single,No,0,Travel_Rarely,Sales,Master,"Life Sciences",1356,57,4950,20623,14,0,"Sales Executive",2,High,No,High,"Very High",Medium,Better,Excellent,5,0,4,4,3,1,1,10,"Young Adult","Mid Income","Early Tenure"
30,Male,Married,No,0,Travel_Rarely,"Research & Development",Bachelor,Medical,1465,63,3579,9369,21,1,"Research Scientist",1,High,Yes,"Very High",Medium,Low,Better,Outstanding,12,0,2,11,9,5,7,1,"Early Career","Mid Income",Veteran
42,Female,Married,No,0,Travel_Frequently,"Research & Development",Doctor,Medical,458,60,13191,23281,17,0,"Research Director",3,High,Yes,Low,Low,High,Better,Excellent,20,3,6,1,0,0,0,26,"Mid Career","High Income","New Employee"
35,Female,Married,No,0,Non-Travel,Sales,College,Marketing,1212,78,10377,13755,11,1,"Sales Executive",3,Medium,Yes,High,"Very High",Medium,Good,Excellent,16,4,6,13,2,4,12,8,"Early Career","High Income",Veteran
27,Male,Married,No,0,Travel_Rarely,"Research & Development",Bachelor,"Life Sciences",1103,42,2235,14377,14,2,"Research Scientist",1,High,Yes,Low,Low,"Very High",Good,Excellent,9,1,3,9,7,6,8,14,"Early Career","Low Income",Experienced
54,Female,Divorced,No,0,Travel_Frequently,"Research & Development",Master,"Life Sciences",966,53,10502,9659,17,1,"Manufacturing Director",3,High,No,"Very High",High,Low,Bad,Excellent,33,7,2,5,4,1,4,1,"Senior Employee","High Income","Early Tenure"
44,Female,Married,No,0,Travel_Rarely,"Research & Development","Below College","Life Sciences",1117,72,2011,19982,13,1,"Research Scientist",1,"Very High",No,Low,"Very High","Very High",Better,Excellent,10,1,5,10,5,7,7,2,"Mid Career","Low Income",Experienced
19,Female,Single,Yes,1,Non-Travel,"Research & Development",Bachelor,Medical,504,96,1859,6148,25,0,"Research Scientist",1,Medium,Yes,Low,Medium,Medium,Best,Outstanding,1,1,2,1,1,0,0,10,"Young Adult","Low Income","New Employee"
29,Female,Divorced,No,0,Travel_Rarely,"Research & Development",Bachelor,"Life Sciences",1010,97,3760,5598,15,3,"Research Scientist",1,High,No,Low,"Very High",Low,Better,Excellent,3,1,5,3,2,1,2,1,"Early Career","Mid Income","Early Tenure"
54,Male,Married,No,0,Travel_Rarely,"Research & Development",Bachelor,"Life Sciences",685,85,17779,23474,14,0,"Research Director",4,High,No,"Very High","Very High",Low,Better,Excellent,36,3,2,10,9,0,9,3,"Senior Employee","High Income",Experienced
31,Male,Married,No,0,Travel_Rarely,"Research & Development",College,Medical,1332,80,6833,17089,12,0,"Healthcare Representative",2,High,Yes,High,Low,"Very High",Good,Excellent,6,1,2,6,5,0,1,11,"Early Career","Mid Income",Experienced
31,Female,Single,No,0,Travel_Rarely,"Research & Development",Bachelor,Medical,1062,96,6812,17198,19,0,"Healthcare Representative",2,Medium,No,High,Low,Medium,Better,Excellent,10,1,2,10,9,1,8,24,"Early Career","Mid Income",Experienced
59,Female,Single,No,0,Travel_Rarely,Sales,Bachelor,"Life Sciences",326,48,5171,16490,17,0,"Sales Executive",2,Medium,No,High,"Very High","Very High",Better,Excellent,13,5,2,6,1,0,5,3,"Senior Employee","Mid Income",Experienced
43,Male,Married,No,0,Travel_Rarely,"Research & Development",Bachelor,"Life Sciences",920,96,19740,18625,14,1,"Research Director",5,Low,No,High,"Very High",Medium,Better,Excellent,25,3,2,8,7,0,7,3,"Mid Career","High Income",Experienced
49,Male,Married,No,0,Travel_Rarely,"Research & Development",College,Medical,1098,85,18711,12124,13,1,Manager,5,Medium,No,Low,High,High,Best,Excellent,23,2,2,1,0,0,0,4,"Senior Employee","High Income","New Employee"
36,Male,Married,No,0,Travel_Frequently,"Research & Development",Bachelor,"Technical Degree",469,46,3692,9256,12,0,"Research Scientist",1,High,No,High,Medium,High,Good,Excellent,12,1,2,11,10,0,7,3,"Mid Career","Mid Income",Veteran
48,Male,Single,No,0,Travel_Rarely,"Research & Development",College,"Technical Degree",969,76,2559,16620,11,0,"Laboratory Technician",1,"Very High",No,"Very High",Medium,High,Good,Excellent,7,5,4,1,0,0,0,2,"Senior Employee","Low Income","New Employee"
